"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","UGA","Uganda",2016,82.22391356,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","URY","Uruguay",2011,20.08050782,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","VUT","Vanuatu",2009,60.63610078,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","VNM","Viet Nam",2019,22.69435455,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","PSE","West Bank and Gaza",2009,4.96318565,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_cogn_all","Employment to population ratio (% of Persons with  any degree of cognitive difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","Cognition","ZMB","Zambia",2020,23.76768188,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","AFG","Afghanistan",2016,32.71105683,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BGD","Bangladesh",2016,11.14614563,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BEN","Benin",2018,52.30193895,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BTN","Bhutan",2017,29.00534905,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BOL","Bolivia",2021,13.04248622,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BIH","Bosnia and Herzegovina",2015,7.091478281,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BRA","Brazil",2022,23.64326338,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","BFA","Burkina Faso",2018,46.64261389,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","KHM","Cambodia",2019,41.84596969,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","KHM","Cambodia",2022,48.68422003,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","TCD","Chad",2018,53.81134029,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","CHL","Chile",2017,27.0942564,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","COL","Colombia",2022,14.37340434,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","COM","Comoros",2020,24.79831369,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","CIV","Cote d'Ivoire",2018,53.32275915,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","DJI","Djibouti",2017,11.94250923,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","SWZ","Eswatini",2016,28.71766682,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","ETH","Ethiopia",2021,34.59362685,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GAB","Gabon",2017,41.79245961,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GMB","Gambia, The",2018,49.28937984,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GHA","Ghana",2021,23.31052813,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GTM","Guatemala",2018,24.83437562,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GIN","Guinea",2018,49.00782857,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","GNB","Guinea-Bissau",2018,49.54780246,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","HTI","Haiti",2017,46.0656856,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","IDN","Indonesia",2019,18.71249769,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","KEN","Kenya",2019,67.42652164,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","KIR","Kiribati",2020,22.13826974,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","LSO","Lesotho",2017,21.64787731,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","LBR","Liberia",2016,44.55516881,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MWI","Malawi",2019,59.33858963,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MLI","Mali",2018,36.39341452,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MRT","Mauritania",2021,30.4198504,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MUS","Mauritius",2011,6.861063465,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MEX","Mexico",2020,15.74381649,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MNG","Mongolia",2020,26.03369066,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","MAR","Morocco",2014,7.549085204,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","NAM","Namibia",2015,31.80360437,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","NPL","Nepal",2022,62.58965441,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","NER","Niger",2018,50.89228805,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","NGA","Nigeria",2018,25.24741482,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","PAK","Pakistan",2020,22.78097233,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","RWA","Rwanda",2021,18.63743482,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","SEN","Senegal",2018,67.95292749,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","SLE","Sierra Leone",2018,37.53309811,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","SOM","Somalia",2022,22.25810113,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","LKA","Sri Lanka",2021,7.985708078,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","SUR","Suriname",2012,33.2103321,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","TJK","Tajikistan",2016,7.629110218,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","TZA","Tanzania",2020,32.42794878,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","TLS","Timor-Leste",2016,37.78866458,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","TGO","Togo",2018,44.85408791,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","UGA","Uganda",2016,80.23535693,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","VNM","Viet Nam",2019,20.60324292,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","PSE","West Bank and Gaza",2009,4.537598257,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","ZMB","Zambia",2020,17.31901558,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_comm_all","Employment to population ratio (% of Persons with  any degree of communication difficulty)","Level of difficulty, Type of difficulty","Any difficulty","All","All","All","communication","ZWE","Zimbabwe",2017,55.85191434,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","AFG","Afghanistan",2016,15.56785212,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BGD","Bangladesh",2016,8.302848087,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BEN","Benin",2018,72.35546589,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BTN","Bhutan",2017,38.90701641,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BOL","Bolivia",2021,41.49451222,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BIH","Bosnia and Herzegovina",2015,10.65748337,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BRA","Brazil",2022,34.04321068,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","BFA","Burkina Faso",2018,59.31790816,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","KHM","Cambodia",2019,48.44811056,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","KHM","Cambodia",2022,66.58857763,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","TCD","Chad",2018,64.97621724,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","CHL","Chile",2017,30.81550061,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","COL","Colombia",2022,29.62346591,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","COM","Comoros",2020,33.43611366,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","CIV","Cote d'Ivoire",2018,55.72276989,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","DJI","Djibouti",2017,9.741648352,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","SWZ","Eswatini",2016,43.73519107,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","ETH","Ethiopia",2021,36.55328545,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GAB","Gabon",2017,42.46719404,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GMB","Gambia, The",2018,52.63924087,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GHA","Ghana",2021,39.95545371,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GTM","Guatemala",2018,25.43161523,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GIN","Guinea",2018,59.94146543,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","GNB","Guinea-Bissau",2018,55.38482481,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","HTI","Haiti",2017,49.81408616,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","IDN","Indonesia",2019,33.64416269,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","KEN","Kenya",2019,76.17173166,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","KIR","Kiribati",2020,20.21650629,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","LSO","Lesotho",2017,34.44866998,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","LBR","Liberia",2016,60.30250099,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MWI","Malawi",2019,62.87767822,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MDV","Maldives",2009,40.94526269,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MLI","Mali",2018,33.39347794,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MRT","Mauritania",2021,22.9735033,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MUS","Mauritius",2011,9.850275808,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MEX","Mexico",2020,19.76185563,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MNG","Mongolia",2020,38.30028329,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MAR","Morocco",2014,8.698970281,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_any_dfcl_fem","Employment to population ratio (% of female Persons with any degree of functional difficulty)","Level of difficulty, Sex","Any difficulty","Female","All","All","All","MMR","Myanmar",2014,24.03701178,"Percent"
